City,Lat,Lon,Max_temp,Humidity,Cloudiness,Wind Speed,Country,Date
lolua,66.0449,-17.3389,-3,86,90,7.2,IS,1611982362
san esteban,-8.1842,-76.5125,21.22,88,100,0.27,PE,1611982363
shenjiamen,-29.9533,-71.3436,17,82,0,1.54,CL,1611982363
alice springs,40.4272,71.7189,3,44,75,1.14,UZ,1611982363
linxia,64.571,30.5767,-9.55,97,100,4.23,RU,1611982363
gao,52.9999,-122.5029,-6,79,90,3.6,CA,1611982363
balimo,70.8578,29.0864,-3.17,96,100,9.71,NO,1611982364
portland,-0.9,-89.6,24.94,83,31,4.29,EC,1611982364
port elizabeth,54.7169,-113.2854,-20,84,0,1.03,CA,1611982364
bondo,55.4334,-116.4858,-14,78,0,2.06,CA,1611982206
tabiauea,70.2396,22.3479,-6,67,90,3.09,NO,1611982365
saskylakh,41.2547,67.9692,8.03,52,100,7.69,KZ,1611982365
shingu,50.2845,29.5263,-6.67,92,75,2,UA,1611982365
leningradskiy,45.0039,43.7772,1.06,89,66,1.57,RU,1611982365
palmerston,39.6412,-85.1411,-3.33,72,30,2.81,US,1611982366
horizontina,40.8021,-124.1637,8.89,74,100,4.45,US,1611982366
barcelona,40.8106,111.6522,-4,46,0,2,CN,1611982366
panjab,-25.2406,130.9889,34,31,98,9.26,AU,1611982366
camopi,29.1966,-96.2697,15,87,40,2.57,US,1611982367
havre-saint-pierre,66.9395,-53.6735,-13.68,88,3,4.59,GL,1611982367
severo-kurilsk,-38.3833,142.4833,18.33,81,100,5.67,AU,1611982114
at-bashi,-0.9516,122.7875,30.74,53,98,0.97,ID,1611982367
alofi,54.7183,135.315,-23.48,88,100,5.64,RU,1611982367
ahuimanu,-3.8004,102.2655,29.75,62,98,3.13,ID,1611982368
souillac,50.2503,58.4347,-10.21,97,97,2.86,KZ,1611982368
doctor pedro p. pena,-33.8667,121.9,26,34,0,5.14,AU,1611982368
narodychi,-14.25,129.55,26.63,86,100,4.52,AU,1611982369
neiafu,42.8675,130.3581,-7.56,82,53,4.66,CN,1611982369
axim,64.8569,-147.8028,-17.22,77,40,1.54,US,1611982369
ciudad bolivar,53.0452,158.6483,-4,50,20,7,RU,1611982369
port blair,18.3851,42.4509,11,31,0,1.33,SA,1611982369
northam,5.6667,73,27.45,69,1,5.05,MV,1611982370
carballo,13.6017,26.6876,14.49,33,10,7.31,SD,1611982370
husavik,5.3998,26.4869,20.43,23,71,2.4,CF,1611982370
tocache,34.4506,40.9171,7.28,70,1,4.59,SY,1611982370
coquimbo,41.8666,-103.6672,1.11,69,1,1.58,US,1611982094
komsomolskiy,-7.95,110.2833,29.19,68,100,3.88,ID,1611982371
kostomuksha,40.5982,-124.1573,8.33,87,90,6.17,US,1611982371
quesnel,32.4832,72.9097,16.68,28,0,1.22,PK,1611982371
berlevag,-13.275,-50.1628,22.35,89,100,1.22,BR,1611982371
puerto baquerizo moreno,37.8406,-3.3526,12.78,97,62,3.59,ES,1611982372
athabasca,-0.8833,131.25,28.64,71,71,2.86,ID,1611982372
high prairie,60.7167,-46.0333,5,33,75,15.43,GL,1611982372
mechoacan,51.6782,33.9162,-5.52,97,97,5.44,UA,1611982372
oksfjord,63.4427,-20.2734,1.74,84,100,4.06,IS,1611982373
chardara,-30.3167,149.7833,34,22,40,3.09,AU,1611982373
brusyliv,-19.55,169.2667,27.43,70,19,8.1,VU,1611982373
sotnikovskoye,63.9167,24.9667,-11.11,90,100,3.43,FI,1611982373
connersville,-5.6667,132.75,28.62,77,48,6.59,ID,1611982374
eureka,53.9631,58.3981,-13,85,75,2,RU,1611982374
hohhot,23.2,-106.2333,20,68,20,1.15,MX,1611982374
yulara,38.421,-121.4238,7,87,1,1.54,US,1611982374
el campo,4.1363,96.1285,29.7,61,89,2.08,ID,1611982375
sisimiut,9.4942,50.8122,23.91,69,24,6.07,SO,1611982375
warrnambool,-11.6609,27.4794,18,100,0,0.4,CD,1611982375
luwuk,1.6744,31.715,22.31,47,52,0.94,UG,1611982375
chumikan,-34.084,18.8211,19.44,94,75,1.54,ZA,1611982375
bengkulu,59.5994,54.3125,-8.5,96,100,4.95,RU,1611982376
kalomo,68.0531,39.5131,-12.39,94,100,7.7,RU,1611982376
khromtau,51.6514,117.5599,-24.78,81,11,0.2,RU,1611982376
esperance,11.6876,-84.4562,20.4,96,44,4.45,NI,1611982376
port keats,50.0833,132.1667,-22.13,79,37,1.39,RU,1611982377
hunchun,-7.0167,113.8667,25.95,86,100,9.49,ID,1611982377
college,-34.6177,-68.3301,15.39,86,100,6.3,AR,1611982377
petropavlovsk-kamchatskiy,45.2117,36.7161,8,61,100,9,RU,1611982377
faya,24.6877,46.7219,15,31,51,3.09,SA,1611982377
ugoofaaru,1.55,110.3333,26,94,40,1.03,MY,1611982220
umm kaddadah,47.5667,9.1,6,81,90,4.63,CH,1611982378
obo,2.9167,73.5667,27.23,78,7,6.78,MV,1611982378
abu kamal,-23.1333,150.7333,32,45,40,5.66,AU,1611982379
scottsbluff,35.5,134.2333,5,56,75,7.72,JP,1611982379
bambanglipuro,47.4667,84.8667,-14.73,92,85,1.31,KZ,1611982379
fortuna,63.0128,112.4714,-39.65,81,81,1.74,RU,1611982379
bhera,-8.8978,-35.1478,25.32,82,100,4.7,BR,1611982329
sao miguel do araguaia,21.4612,-71.1419,22.23,71,7,8.71,TC,1611982380
jodar,70.9821,25.9704,-3.56,93,100,7.5,NO,1611982380
sorong,62.0788,150.477,-31.29,82,100,1.73,RU,1611982380
qaqortoq,-8.145,159.5921,29.15,76,99,5.22,SB,1611982380
hlukhiv,6.3005,-10.7969,25,94,75,3.1,LR,1611982381
vestmannaeyjar,5.9749,116.0724,30,74,20,2.57,MY,1611982381
narrabri,66.53,66.6019,-39.17,80,86,1.29,RU,1611982381
isangel,-20.7833,117.1333,34.72,42,34,5.52,AU,1611982381
nivala,70.6333,147.9167,-33.63,85,100,3.86,RU,1611982382
tual,4.375,-7.7169,25.68,86,19,2.65,LR,1611982382
beloretsk,42.0372,119.2889,-10.43,88,11,1.99,CN,1611982382
villa union,17.4333,-95.0333,19.32,96,95,3.54,MX,1611982382
laguna,68.7098,-52.8699,-18.16,89,2,2.12,GL,1611982383
meulaboh,10.9,77.0667,26,65,20,2.06,IN,1611982383
bandarbeyla,39.1672,8.5222,13,88,20,2.06,IT,1611982383
lubumbashi,20.15,92.9,25.15,28,48,2.06,MM,1611982383
masindi,51.064,-0.3272,7.22,93,75,2.57,GB,1611982383
somerset west,72.7868,-56.1549,-22.72,84,0,4.9,GL,1611982384
kochevo,20.5022,-10.0711,15.64,30,8,4.35,MR,1611982384
ostrovnoy,37.34,111.2052,-0.72,73,89,4.27,CN,1611982384
shelopugino,52.5178,99.825,-11.79,87,97,3.64,RU,1611982384
nueva guinea,43.5836,18.79,3.95,81,100,0.73,BA,1611982385
tyrma,70.4692,-68.5914,-29,83,1,2.57,CA,1611982385
sumenep,54.0831,-0.1919,2.22,86,100,4.02,GB,1611982385
san rafael,6.7085,121.9711,32,55,40,4.63,PH,1611982385
taman,55.219,75.9828,-12.8,96,100,4.09,RU,1611982386
riyadh,37.5133,34.0467,-0.27,80,52,1.63,TR,1611982386
kuching,34.8791,-76.9013,-2,64,1,2.06,US,1611982386
halalo,35.2597,-118.9143,9.44,66,1,1.54,US,1611982386
weinfelden,25.0213,37.2685,17.33,48,0,5.43,SA,1611982386
muli,41.1231,80.2644,-0.58,72,0,1.34,CN,1611982387
yeppoon,-2.0226,147.2712,28.56,81,100,4.59,PG,1611982387
tottori,-10.0681,-78.1522,21.55,75,97,2.99,PE,1611982388
zaysan,-34.7333,135.8667,18.99,61,17,7.38,AU,1611982388
chernyshevskiy,-41.8697,-73.8203,10.56,81,0,4.12,CL,1611982388
sao jose da coroa grande,48.4333,2.15,7.78,99,100,3.58,FR,1611982224
cockburn town,32.6333,-16.85,15,82,20,2.57,PT,1611982389
honningsvag,15.85,-97.0667,26,83,40,3.09,MX,1611982389
sinegorye,13.2167,-59.5167,26,69,40,6.69,BB,1611982389
buala,14.8961,-24.4956,23.45,56,98,4.24,CV,1611982389
monrovia,36.6177,-121.9166,8,87,1,1.54,US,1611982172
kota kinabalu,39.9317,119.5883,-2.92,77,0,6.36,CN,1611982390
salekhard,21.4267,39.8261,18.21,40,0,4.46,SA,1611982137
roebourne,-20.0064,57.6608,28.33,77,1,1.79,MU,1611982390
chokurdakh,-12.95,-76.3833,22.57,65,96,1.18,PE,1611982391
harper,40.3744,47.1267,5,100,90,1.54,AZ,1611982391
pingzhuang,-3.945,122.4989,29.89,65,100,2.43,ID,1611982391
jesus carranza,-12.3833,16.9333,14.06,88,87,1.33,AO,1611982391
aasiaat,60.7333,77.5889,-41,66,90,1,RU,1611982392
chettipalaiyam,12.1791,125.5072,26.55,78,100,10.77,PH,1611982392
carbonia,56.1725,107.4458,-30.58,83,100,1.3,RU,1611982392
akyab,-45.5752,-72.0662,6,87,0,1.15,CL,1611982392
horsham,48.5108,3.7263,8,93,90,4.12,FR,1611982393
upernavik,36.5281,37.9549,-1,80,0,1.72,SY,1611982393
adrar,50.4111,80.2275,-14,78,0,3,KZ,1611982389
ningxiang,7.4167,81.8167,27.5,78,10,4.72,LK,1611982394
orlik,18.217,-63.0578,25,83,75,2.06,AI,1611982394
ustikolina,43.2686,-7.5406,9.44,85,65,7.15,ES,1611982394
clyde river,71.9667,102.5,-41.69,75,9,1.39,RU,1611982394
bridlington,46.4333,26.4,5,58,100,2.42,RO,1611982394
isabela,35.3089,113.8672,13.14,31,100,0.43,CN,1611982395
tatarsk,58.9303,46.7586,-5.14,98,100,4.44,RU,1611982395
eregli,-1.8764,15.8644,22.58,90,100,1.55,CG,1611982395
havelock,64.5011,-165.4064,-20,59,1,8.23,US,1611982396
lamont,35.5531,139.3544,8.33,21,20,5.14,JP,1611982396
umm lajj,-6.3264,108.32,27.13,81,100,8.64,ID,1611982396
aksu,21.5453,-77.2644,19,77,75,3.6,CU,1611982396
lorengau,-19.8,-174.35,28,78,90,3.09,TO,1611982397
huarmey,39.4667,141.95,0.33,82,2,11.16,JP,1611982397
port lincoln,43.3128,10.524,13.89,62,50,6.62,IT,1611982397
ancud,50.0308,-100.2403,-7,93,90,4.63,CA,1611982397
vaitupu,-16.9167,145.7667,31.11,58,98,8.23,AU,1611982279
etampes,59.5667,150.8,-25.18,80,35,4.54,RU,1611982398
canico,45.0333,-93.0835,-3.89,58,90,6.17,US,1611982398
puerto escondido,42.0678,48.2899,5.51,89,100,1.96,RU,1611982398
bathsheba,-21.3667,55.6167,31,51,0,1.03,RE,1611982399
sao filipe,13.5928,-89.8275,25.79,50,22,3.47,SV,1611982399
pacific grove,15.1333,-23.2167,23,53,0,7.72,CV,1611982399
qinhuangdao,64.7507,20.9528,-14,92,90,3.09,SE,1611982399
mecca,-22.9575,14.5053,19.44,82,10,3.6,NA,1611982399
nguiu,46.9809,-123.8893,5,81,90,5.66,US,1611982400
grand gaube,34.8014,-106.5436,7,45,75,5.66,US,1611982400
quilmana,45.7625,106.2708,-5.3,85,42,8.76,MN,1611982400
barda,66.8333,70.8333,-38.82,81,40,2.48,RU,1611982400
kendari,22.6163,120.3133,23,53,40,4.63,TW,1611982401
kuito,39.1834,-84.5333,-3.33,86,1,1.76,US,1611982117
strezhevoy,57.0531,-135.33,4,52,90,7.2,US,1611982401
san policarpo,-3.4833,23.4333,20.04,93,90,0.89,CD,1611982401
magistralnyy,46.0334,-79.3496,-18,85,75,1.04,CA,1611982401
coihaique,-43.249,-65.3051,12.83,56,0,1.6,AR,1611982402
gurgan,-3.6819,13.3499,19.76,100,100,0.44,CG,1611982402
romilly-sur-seine,-0.6136,-47.3561,26.74,81,88,5.79,BR,1611982331
manbij,18.6853,12.9164,13.7,32,34,2.66,NE,1611982402
semey,-15.5961,-56.0967,24,88,75,4.63,BR,1611982403
kalmunai,-21.35,165.15,25.11,78,82,4.38,NC,1611982403
the valley,54.1742,103.0304,-15.92,92,100,0.99,RU,1611982403
bereda,-25.1667,45.05,30.35,54,0,3.34,MG,1611982403
khatanga,30.15,62.6,16.49,24,33,1.35,AF,1611982404
asau,7.6244,-11.8332,23.3,94,3,0.91,SL,1611982404
xinxiang,0.5412,123.0595,28.53,78,84,1.81,ID,1611982404
vokhma,64.4803,76.6897,-40.22,81,16,1.04,RU,1611982404
daxian,43.3218,129.7634,-9.6,83,65,4.97,CN,1611982404
gamboma,66.845,32.3622,-13.84,95,100,4.12,RU,1611982405
nome,28.8947,64.4101,16.74,20,1,1.82,PK,1611982405
sagamihara,-0.4139,-65.0192,23.22,76,80,0.98,BR,1611982405
indramayu,-25.4,-70.4833,17.29,75,5,1.51,CL,1611982405
nuevitas,41.1875,61.4036,7.16,53,100,2.39,TM,1611982406
pangai,23.1935,116.6142,18,45,0,4,CN,1611982406
andevoranto,47.5999,-53.2648,-3.33,88,100,3.58,CA,1611982406
yamada,59.6289,112.7406,-36.62,78,52,2.02,RU,1611982406
cecina,64.2539,-15.2082,0.82,78,72,2.77,IS,1611982407
rivers,49.2833,120.7333,-28.76,84,100,2.4,CN,1611982407
cairns,40.7286,124.7847,-7.38,86,40,3.41,CN,1611982407
magadan,5.5577,95.3222,29.06,70,99,7.32,ID,1611982407
ramsey,-24,21.75,22.11,64,100,3.38,BW,1611982408
derbent,-5.041,18.8162,21.55,95,100,1.22,CD,1611982408
saint-joseph,5.3505,48.5268,25.29,70,51,8.12,SO,1611982408
acajutla,13.1667,44.5833,19.6,79,41,2.29,YE,1611982408
vila do maio,29.9737,32.5263,8.59,68,0,1.17,EG,1611982408
skelleftea,-28.65,153.6167,29,69,40,5.66,AU,1611982409
walvis bay,41.7911,-107.2387,-1,64,75,3.09,US,1611982409
hoquiam,33.2833,134.15,9,37,20,3.6,JP,1611982409
meadow lake,59.3556,5.2242,0,93,75,3.6,NO,1611982409
mandalgovi,-8.4667,140.3333,28.89,77,100,7.63,ID,1611982410
yar-sale,-34.5833,150.8552,28.89,70,56,2.24,AU,1611982410
kaohsiung,57.6731,66.1725,-12.55,95,91,4.05,RU,1611982410
hamilton,48.85,2.4333,8.33,100,75,4.12,FR,1611982411
sitka,64.8378,-147.7164,-17.22,77,1,1.23,US,1611982202
lodja,8.8167,40.5167,16.72,30,32,1.15,ET,1611982411
powassan,51.1945,42.2457,1.11,94,100,7.43,RU,1611982411
trelew,41.9563,42.9566,6,100,90,1.03,GE,1611982411
sibiti,-0.6876,100.9537,23.91,86,100,0.67,ID,1611982412
salinopolis,-45.4167,167.7167,19.46,47,0,1.54,NZ,1611982412
bilma,5.3833,-52.95,25.08,88,93,5.7,GF,1611982412
cuiaba,54.0381,21.7644,-4.23,98,100,3.3,PL,1611982412
poya,-21.3393,55.4781,31,51,0,1.03,RE,1611982413
ust-uda,25.5198,90.2201,22.21,30,0,1.83,IN,1611982413
beloha,25.35,-102.8,22,35,40,1.13,MX,1611982413
rudbar,-11.7461,-44.91,22.52,65,49,1.18,BR,1611982413
mattru,25.3,91.7,18,42,20,1.03,IN,1611982413
gorontalo,26.5412,-77.0636,17.99,65,41,5.59,BS,1611982414
purpe,10.9995,122.6711,24.71,86,100,7.12,PH,1611982414
wangqing,27.7167,85.3167,13,54,20,1.54,NP,1611982414
zelenoborskiy,8.6,39.1167,15.23,49,21,2.9,ET,1611982415
dalbandin,-24.7,44.75,29.79,55,5,4.36,MG,1611982415
santa isabel do rio negro,31.2156,29.9553,12.35,62,0,6.1,EG,1611982415
taltal,36.3,139.8,10,21,20,8.23,JP,1611982415
gazojak,28.3667,129.4833,15,47,75,5.66,JP,1611982416
haimen,-40.8135,-62.9967,11.67,78,0,3.7,AR,1611982416
bay roberts,-12.9274,34.2961,23.53,85,100,2.39,MW,1611982416
peleduy,39.447,-86.1758,-2.78,83,37,3.36,US,1611982416
hofn,38.6979,-9.4215,14.44,100,85,7.21,PT,1611982416
yakeshi,-14.9003,50.2788,27.04,76,9,1.12,MG,1611982417
kuandian,46.6806,113.2792,-15.76,93,76,4.55,MN,1611982417
banda aceh,-44.7,169.15,20.17,42,1,1.4,NZ,1611982417
hukuntsi,53.9166,-122.753,-9.44,92,1,1.03,CA,1611982294
kikwit,56.9514,90.6661,-27.05,86,100,3.57,RU,1611982418
hobyo,34.6391,-120.4579,7,93,1,0.93,US,1611982418
lahij,48.3833,-4.6167,11,93,90,9.26,FR,1611982418
suez,35.1478,-114.5683,10,71,1,1.62,US,1611982418
byron bay,47.9417,-97.4337,-5,100,90,6.17,US,1611982305
rawlins,36.1867,-94.1288,8.89,53,1,6.17,US,1611982419
muroto,39.5108,54.3671,11.34,45,100,0.74,TM,1611982419
visnes,8.4109,20.6473,23.28,19,83,5.46,CF,1611982419
merauke,51.6828,102.1408,-7.6,84,93,0.96,RU,1611982420
ust-kamchatsk,12.5847,-81.7006,27,74,20,4.63,CO,1611982346
flinders,35.0434,46.3565,0.47,94,77,2.21,IR,1611982420
nizhnyaya tavda,-5.5569,-80.8222,24.52,63,63,5.47,PE,1611982420
vincennes,27.9769,-114.0611,15.13,70,4,6.55,MX,1611982279
fairbanks,58.9564,126.2925,-33.45,79,100,0.39,RU,1611982421
gelemso,57.8,158.6667,-20.01,91,100,4.02,RU,1611982421
povorino,46.5878,7.6475,5,90,100,0.45,CH,1611982422
khani,4.7263,-52.3274,24,100,75,1.03,GF,1611982422
sijunjung,50.6996,-127.4199,6,87,90,8.75,CA,1611982422
te anau,7.7669,-72.225,17.5,74,43,0.77,VE,1611982258
sinnamary,3.001,99.8164,29.46,64,98,1.39,ID,1611982423
gizycko,-30.1811,-50.2056,23.81,89,11,2.23,BR,1611982423
saint-pierre,63.05,179.3167,-28.41,83,0,3.73,RU,1611982423
tura,-42.5167,172.8167,17.66,44,0,2.76,NZ,1611982424
viesca,12.1646,-61.7296,25,83,20,6.17,GD,1611982424
riachao das neves,60.05,69.9,-26.69,85,100,4.33,RU,1611982424
cherrapunji,58.0006,102.6619,-31.96,80,74,3.23,RU,1611982424
marsh harbour,48.2325,-101.2963,-6,93,90,5.14,US,1611982397
dingle,37.4833,141,4.44,41,13,9.4,JP,1611982425
kathmandu,27.3125,105.2942,3.98,84,100,1.21,CN,1611982425
bargal,-10.6167,150.6667,28.95,74,100,2.92,PG,1611982425
mojo,2.0167,112.9333,29.89,68,100,1.03,MY,1611982425
ampanihy,27.2025,60.6848,13,13,0,3.09,IR,1611982426
alexandria,-9.0763,143.2092,26.52,86,99,5.34,PG,1611982426
oyama,-32.035,-52.0986,23.33,94,88,2.73,BR,1611982408
naze,47.4157,-120.2931,2.22,89,100,0.86,US,1611982270
viedma,8.4054,48.4845,18.52,77,41,4.88,SO,1611982427
nkhotakota,65.5833,-171,-28.2,81,0,4.22,RU,1611982427
bud,53.6039,91.3903,-4,58,0,4,RU,1611982427
cascais,68.005,35.0117,-15.31,93,100,3.63,RU,1611982428
antalaha,46.875,-96.9004,-3,80,90,5.14,US,1611982257
bo,29.5958,-90.7195,9.44,93,1,1.54,US,1611982145
baruun-urt,68.2191,-135.0107,-34,75,87,0.51,CA,1611982428
wanaka,27.75,-107.6333,5.9,88,38,4.68,MX,1611982429
prince george,1,-52,21.93,98,85,0.88,BR,1611982429
novobirilyussy,62.0025,132.4325,-41.47,75,60,0.69,RU,1611982429
lompoc,59.7,150.1667,-25.02,78,42,5.95,RU,1611982429
plouzane,62.0989,126.6992,-39.85,77,100,0.3,RU,1611982430
bullhead city,1.6833,101.45,31.7,50,47,2.58,ID,1611982430
grand forks,9.9347,106.3453,31.42,43,45,0.48,VN,1611982430
springdale,49.8668,-111.3684,-13,85,0,1.54,CA,1611982430
balkanabat,7.0419,134.2556,29,61,90,5.14,PW,1611982431
ndele,36.5449,61.1577,14,23,40,5.14,IR,1611982431
kyren,50.3643,108.7512,-11.22,90,100,1.53,RU,1611982431
san andres,51.55,-9.2667,6,100,75,9.26,IE,1611982431
paveh,-8.7597,-35.1047,25.16,83,100,4.4,BR,1611982432
sechura,5.8933,95.3214,27.33,80,100,11.56,ID,1611982432
guerrero negro,46.7833,-92.1066,-3,68,90,5.66,US,1611982199
tommot,67.5447,133.385,-40.22,77,98,0.13,RU,1611982140
vaovai,-7.3111,-39.3042,22.17,76,100,1.37,BR,1611982433
tigil,66.3167,-179.1667,-30.45,84,0,3.13,RU,1611982433
frutigen,42.9744,140.5089,-3.77,95,100,7.5,JP,1611982433
galiwinku,,,,,,,,
roura,,,,,,,,
sorvag,,,,,,,,
port hardy,,,,,,,,
san cristobal,,,,,,,,
teluk nibung,,,,,,,,
cidreira,,,,,,,,
beringovskiy,,,,,,,,
hanmer springs,,,,,,,,
gouyave,,,,,,,,
gornopravdinsk,,,,,,,,
ust-ilimsk,,,,,,,,
minot,,,,,,,,
namie,,,,,,,,
bijie,,,,,,,,
samarai,,,,,,,,
kapit,,,,,,,,
iranshahr,,,,,,,,
daru,,,,,,,,
rio grande,,,,,,,,
east wenatchee,,,,,,,,
garowe,,,,,,,,
sinjah,,,,,,,,
lavrentiya,,,,,,,,
belyy yar,,,,,,,,
lovozero,,,,,,,,
west fargo,,,,,,,,
houma,,,,,,,,
sirfa,,,,,,,,
aklavik,,,,,,,,
creel,,,,,,,,
amapa,,,,,,,,
churapcha,,,,,,,,
arman,,,,,,,,
berdigestyakh,,,,,,,,
dumai,,,,,,,,
tra vinh,,,,,,,,
bow island,,,,,,,,
kloulklubed,,,,,,,,
sarakhs,,,,,,,,
krasnyy chikoy,,,,,,,,
skibbereen,,,,,,,,
tamandare,,,,,,,,
sabang,,,,,,,,
duluth,,,,,,,,
verkhoyansk,,,,,,,,
kamenskoye,,,,,,,,
barbalha,,,,,,,,
egvekinot,,,,,,,,
iwanai,,,,,,,,
